family,seed,base,closure_size,interior_size,seed_size,n_total,closure_indices,interior_indices,dataset,linkage,metric,noise,random_state
economy,HighEconomy,gen_base_1,76,38,46,81,"0,1,2,3,4,5,6,7,8,10,11,12,13,14,15,16,17,18,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,80","2,3,5,10,11,15,17,18,21,22,23,25,28,29,32,33,34,39,41,42,45,51,52,54,60,61,62,63,66,67,68,69,70,71,75,76,77,78",PISA,single,euclidean,0.0,11
economy,HighEconomy,gen_base_2,69,38,46,81,"0,1,2,3,4,5,6,7,8,10,11,12,15,16,17,18,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,38,39,41,42,43,44,45,47,48,49,51,52,53,54,56,57,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,80","2,3,5,10,11,15,17,18,21,22,23,25,28,29,32,33,34,39,41,42,45,51,52,54,60,61,62,63,66,67,68,69,70,71,75,76,77,78",PISA,single,euclidean,0.0,11
economy,HighEconomy,base,56,39,46,81,"2,3,4,5,7,10,11,12,15,16,17,18,21,22,23,24,25,26,28,29,30,32,33,34,36,38,39,41,42,43,44,45,48,51,52,53,54,56,60,61,62,63,64,65,66,67,68,69,70,71,72,74,75,76,77,78","2,3,5,10,11,15,17,18,21,22,23,25,28,29,32,33,34,39,41,42,45,51,52,54,56,60,61,62,63,66,67,68,69,70,71,75,76,77,78",PISA,single,euclidean,0.0,11
economy,HighEconomy,clusters,81,0,46,81,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80",,PISA,single,euclidean,0.0,11
economy,MediumHighEconomy,gen_base_1,67,16,27,81,"0,1,3,4,5,6,7,8,9,11,12,13,14,15,16,19,20,21,23,24,25,26,27,28,29,30,31,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,53,54,55,56,57,58,59,61,62,63,64,65,67,69,72,73,74,75,78,79,80","0,1,6,8,13,14,19,20,27,31,35,46,47,49,57,58",PISA,single,euclidean,0.0,11
economy,MediumHighEconomy,gen_base_2,62,16,27,81,"0,1,4,6,7,8,9,11,12,13,14,15,16,19,20,21,23,24,26,27,28,29,30,31,33,34,35,36,37,38,39,40,42,43,44,45,46,47,48,49,50,53,54,55,56,57,58,59,61,62,63,64,65,67,69,72,73,74,75,78,79,80","0,1,6,8,13,14,19,20,27,31,35,46,47,49,57,58",PISA,single,euclidean,0.0,11
economy,MediumHighEconomy,base,40,17,27,81,"0,1,4,6,7,8,12,13,14,16,19,20,24,26,27,30,31,35,36,37,38,40,43,44,46,47,48,49,50,53,55,57,58,59,64,65,72,73,74,79","0,1,6,8,13,14,19,20,27,31,35,46,47,49,57,58,73",PISA,single,euclidean,0.0,11
economy,MediumHighEconomy,clusters,81,0,27,81,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80",,PISA,single,euclidean,0.0,11
economy,MediumLowEconomy,gen_base_1,66,0,8,81,"0,1,3,4,5,6,7,8,9,11,13,14,15,16,17,18,19,20,23,24,25,26,27,29,30,31,33,34,35,37,38,40,41,42,44,45,46,47,48,49,50,51,53,54,55,57,58,59,60,61,62,63,64,65,67,68,69,70,72,73,74,75,76,78,79,80",,PISA,single,euclidean,0.0,11
economy,MediumLowEconomy,gen_base_2,47,0,8,81,"0,3,5,7,8,9,11,15,16,19,23,25,26,29,30,31,33,34,37,38,40,41,42,44,45,47,48,49,50,51,54,55,59,61,62,63,65,67,68,69,72,73,74,75,78,79,80",,PISA,single,euclidean,0.0,11
economy,MediumLowEconomy,base,18,2,8,81,"7,9,16,26,30,37,38,40,44,48,50,55,59,65,72,74,79,80","9,80",PISA,single,euclidean,0.0,11
economy,MediumLowEconomy,clusters,48,0,8,81,"0,1,4,6,7,8,9,11,13,14,16,19,20,24,26,27,30,31,33,35,37,38,40,44,45,46,47,48,49,50,53,55,56,57,58,59,62,63,64,65,67,72,73,74,75,78,79,80",,PISA,single,euclidean,0.0,11
density,LowDensity,gen_base_1,75,4,12,81,"0,1,2,3,4,5,6,7,8,10,11,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,29,30,31,32,33,34,35,37,38,39,40,41,42,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,67,68,69,70,71,72,73,74,75,76,77,78,79,80","2,10,22,52",PISA,single,euclidean,0.0,11
density,LowDensity,gen_base_2,69,4,12,81,"0,1,2,3,4,5,6,7,8,10,11,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,29,30,31,32,33,34,35,38,39,41,42,44,45,46,47,48,49,51,52,53,54,56,57,58,60,61,62,63,64,65,67,68,69,70,71,72,73,74,75,76,77,78,80","2,10,22,52",PISA,single,euclidean,0.0,11
density,LowDensity,base,29,5,12,81,"1,2,4,7,10,15,16,20,22,24,26,27,30,34,38,44,48,52,53,54,57,62,63,64,65,72,74,75,78","1,2,10,22,52",PISA,single,euclidean,0.0,11
density,LowDensity,clusters,81,0,12,81,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80",,PISA,single,euclidean,0.0,11
density,HighDensity,gen_base_1,47,0,2,81,"1,2,3,5,6,8,13,14,15,16,17,18,23,25,29,33,34,35,38,41,42,44,45,46,47,48,49,51,52,54,56,58,60,61,62,63,67,68,69,70,72,73,75,76,77,78,80",,PISA,single,euclidean,0.0,11
density,HighDensity,gen_base_2,32,0,2,81,"1,3,5,6,13,14,15,17,18,23,25,29,33,34,35,41,42,46,49,51,54,56,58,60,61,68,69,70,73,76,77,80",,PISA,single,euclidean,0.0,11
density,HighDensity,base,5,0,2,81,"6,15,34,35,54",,PISA,single,euclidean,0.0,11
density,HighDensity,clusters,51,0,2,81,"1,2,3,5,6,8,10,12,13,14,15,16,17,18,21,22,23,24,25,28,29,32,34,35,36,38,39,41,42,43,44,46,47,48,49,51,52,54,58,60,61,62,64,66,68,69,70,71,72,76,77",,PISA,single,euclidean,0.0,11
density,MediumDensity,gen_base_1,80,7,26,81,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,67,68,69,70,71,72,73,74,75,76,77,78,79,80","0,19,25,31,68,71,73",PISA,single,euclidean,0.0,11
density,MediumDensity,gen_base_2,80,6,26,81,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,67,68,69,70,71,72,73,74,75,76,77,78,79,80","0,19,25,31,68,71",PISA,single,euclidean,0.0,11
density,MediumDensity,base,48,7,26,81,"0,3,4,5,12,13,14,16,17,18,19,20,23,24,25,27,29,31,36,37,38,41,42,43,44,45,46,48,50,53,55,57,58,60,61,62,63,64,67,68,69,70,71,72,73,75,76,78","0,19,25,31,68,71,73",PISA,single,euclidean,0.0,11
density,MediumDensity,clusters,81,0,26,81,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80",,PISA,single,euclidean,0.0,11
density,ExtremeDensity,gen_base_1,21,1,4,81,"12,15,21,23,28,29,33,34,36,39,42,43,45,54,61,66,67,69,71,73,80",66,PISA,single,euclidean,0.0,11
density,ExtremeDensity,gen_base_2,17,1,4,81,"7,12,21,26,28,30,33,36,39,43,45,65,66,67,73,74,80",66,PISA,single,euclidean,0.0,11
density,ExtremeDensity,base,7,2,4,81,"12,28,36,43,45,66,67","28,66",PISA,single,euclidean,0.0,11
density,ExtremeDensity,clusters,47,0,4,81,"2,3,5,7,10,11,12,15,17,18,21,22,23,25,26,28,29,30,32,33,34,36,39,41,42,43,45,51,52,54,60,61,63,65,66,67,68,69,70,71,73,74,75,76,77,78,80",,PISA,single,euclidean,0.0,11
government,PoorDemocracy,gen_base_1,81,14,37,81,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80","0,1,6,8,19,31,33,35,45,47,49,56,66,67",PISA,single,euclidean,0.0,11
government,PoorDemocracy,gen_base_2,81,14,37,81,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80","0,1,6,8,19,31,33,35,45,47,49,56,66,67",PISA,single,euclidean,0.0,11
government,PoorDemocracy,base,59,16,37,81,"0,1,3,4,5,6,7,8,13,14,15,16,17,18,19,21,23,24,26,29,30,31,33,34,35,38,39,40,41,42,44,45,46,47,48,49,53,54,56,58,59,60,61,62,63,64,65,66,67,68,69,70,72,74,75,76,77,78,79","0,1,6,8,19,31,33,35,45,47,49,56,66,67,68,77",PISA,single,euclidean,0.0,11
government,PoorDemocracy,clusters,81,0,37,81,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80",,PISA,single,euclidean,0.0,11
government,FullDemocracy,gen_base_1,63,8,21,81,"1,2,3,5,6,7,8,10,11,12,13,14,15,16,17,18,21,22,23,25,26,28,29,30,32,33,34,35,36,38,39,41,42,43,44,45,46,47,48,49,51,52,54,56,58,60,61,62,63,65,67,68,69,70,71,72,73,74,75,76,77,78,80","2,10,22,25,32,51,52,71",PISA,single,euclidean,0.0,11
government,FullDemocracy,gen_base_2,57,8,21,81,"1,2,3,5,6,7,8,10,11,12,13,14,15,17,18,21,22,23,25,26,28,29,30,32,33,34,35,36,39,41,42,43,45,46,47,49,51,52,54,58,60,61,62,63,65,67,68,69,70,71,73,74,75,76,77,78,80","2,10,22,25,32,51,52,71",PISA,single,euclidean,0.0,11
government,FullDemocracy,base,43,9,21,81,"2,3,5,7,10,11,12,13,14,15,17,18,21,22,23,25,26,29,30,32,34,36,39,41,42,43,46,51,52,54,58,60,61,62,63,65,69,70,71,74,75,76,78","2,10,11,22,25,32,51,52,71",PISA,single,euclidean,0.0,11
government,FullDemocracy,clusters,65,0,21,81,"1,2,3,5,6,7,8,10,11,12,13,14,15,16,17,18,21,22,23,24,25,26,28,29,30,32,33,34,35,36,38,39,41,42,43,44,45,46,47,48,49,51,52,54,58,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,80",,PISA,single,euclidean,0.0,11
government,Authoritarianism,gen_base_1,72,0,13,81,"0,1,3,4,5,6,7,8,9,11,12,13,14,15,16,17,18,19,20,21,23,24,25,26,27,28,29,30,31,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,53,54,55,57,58,59,60,61,62,63,64,65,67,68,69,70,72,73,74,75,76,78,79,80",,PISA,single,euclidean,0.0,11
government,Authoritarianism,gen_base_2,57,0,13,81,"0,3,4,5,7,8,9,11,12,15,16,19,21,23,24,25,26,28,29,30,31,33,34,36,37,38,39,40,41,42,43,44,45,47,48,49,50,51,53,54,55,59,61,62,63,64,65,67,68,69,72,73,74,75,78,79,80",,PISA,single,euclidean,0.0,11
government,Authoritarianism,base,29,2,13,81,"4,7,9,12,16,24,26,30,36,37,38,40,43,44,48,50,53,55,59,62,63,64,65,72,74,75,78,79,80","9,80",PISA,single,euclidean,0.0,11
government,Authoritarianism,clusters,81,0,13,81,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80",,PISA,single,euclidean,0.0,11
government,HybridRegime,gen_base_1,68,0,10,81,"0,1,3,4,5,6,7,8,9,11,12,13,14,15,16,19,20,21,23,24,25,26,27,28,29,30,31,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,53,54,55,56,57,58,59,61,62,63,64,65,67,69,71,72,73,74,75,78,79,80",,PISA,single,euclidean,0.0,11
government,HybridRegime,gen_base_2,56,0,10,81,"0,1,4,6,7,8,11,12,13,14,15,19,20,21,23,24,26,27,28,29,30,31,33,34,35,36,37,39,40,42,43,45,46,47,49,50,53,54,55,56,57,58,59,61,62,63,64,65,67,69,73,74,75,78,79,80",,PISA,single,euclidean,0.0,11
government,HybridRegime,base,21,5,10,81,"4,7,13,14,20,24,26,27,28,30,37,46,50,53,55,57,58,64,65,73,74","20,27,28,57,73",PISA,single,euclidean,0.0,11
government,HybridRegime,clusters,81,0,10,81,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80",,PISA,single,euclidean,0.0,11
continent,Europe,gen_base_1,80,27,37,81,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,67,68,69,70,71,72,73,74,75,76,77,78,79,80","3,5,8,15,17,18,22,23,25,29,32,34,41,42,45,47,49,51,54,60,61,67,68,69,70,71,76",PISA,single,euclidean,0.0,11
continent,Europe,gen_base_2,79,25,37,81,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,57,58,59,60,61,62,63,64,65,67,68,69,70,71,72,73,74,75,76,77,78,79,80","3,5,8,15,17,18,22,23,25,29,32,34,41,42,47,49,51,54,60,61,68,69,70,71,76",PISA,single,euclidean,0.0,11
continent,Europe,base,52,27,37,81,"0,3,4,5,7,8,15,16,17,18,21,22,23,24,25,26,29,30,31,32,34,38,39,40,41,42,44,45,47,48,49,51,53,54,59,60,61,62,63,64,65,67,68,69,70,71,72,74,75,76,78,79","3,5,8,15,17,18,22,23,25,29,32,34,41,42,45,47,49,51,54,60,61,67,68,69,70,71,76",PISA,single,euclidean,0.0,11
continent,Europe,clusters,81,0,37,81,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80",,PISA,single,euclidean,0.0,11
continent,SouthAmerica,gen_base_1,38,0,7,81,"0,1,6,7,8,11,13,14,16,19,20,26,27,30,31,35,37,38,40,44,46,47,48,49,50,55,56,57,58,59,62,63,65,72,74,75,78,79",,PISA,single,euclidean,0.0,11
continent,SouthAmerica,gen_base_2,27,0,7,81,"0,1,6,7,8,11,13,14,19,20,26,27,30,31,35,46,47,49,56,57,58,62,63,65,74,75,78",,PISA,single,euclidean,0.0,11
continent,SouthAmerica,base,15,2,7,81,"1,6,11,13,14,20,27,35,46,57,58,62,63,75,78","1,11",PISA,single,euclidean,0.0,11
continent,SouthAmerica,clusters,48,0,7,81,"0,1,4,6,7,8,9,11,13,14,16,19,20,24,26,27,30,31,33,35,37,38,40,44,45,46,47,48,49,50,53,55,56,57,58,59,62,63,64,65,67,72,73,74,75,78,79,80",,PISA,single,euclidean,0.0,11
continent,Oceania,gen_base_1,0,0,0,81,,,PISA,single,euclidean,0.0,11
continent,Oceania,gen_base_2,0,0,0,81,,,PISA,single,euclidean,0.0,11
continent,Oceania,base,0,0,0,81,,,PISA,single,euclidean,0.0,11
continent,Oceania,clusters,0,0,0,81,,,PISA,single,euclidean,0.0,11
continent,Asia,gen_base_1,80,8,25,81,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,78,79,80","12,28,33,36,43,66,73,80",PISA,single,euclidean,0.0,11
continent,Asia,gen_base_2,62,8,25,81,"0,3,4,5,7,8,9,10,11,12,15,16,19,20,21,23,24,25,26,27,28,29,30,31,33,34,36,37,38,39,40,41,42,43,44,45,47,48,49,50,51,53,54,55,57,59,61,62,63,64,65,66,67,68,69,72,73,74,75,78,79,80","12,28,33,36,43,66,73,80",PISA,single,euclidean,0.0,11
continent,Asia,base,37,9,25,81,"0,4,7,9,12,16,21,24,26,28,30,31,33,36,37,38,39,40,43,44,48,50,53,55,59,62,63,64,65,66,72,73,74,75,78,79,80","9,12,28,33,36,43,66,73,80",PISA,single,euclidean,0.0,11
continent,Asia,clusters,81,0,25,81,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80",,PISA,single,euclidean,0.0,11
continent,NorthAmerica,gen_base_1,59,2,9,81,"0,1,2,3,5,6,8,9,10,13,14,15,16,17,18,19,20,21,22,23,25,27,29,31,32,34,35,37,38,39,40,41,42,44,46,47,48,49,50,52,54,55,56,57,58,59,60,61,62,63,69,70,71,72,75,76,77,78,79","10,77",PISA,single,euclidean,0.0,11
continent,NorthAmerica,gen_base_2,42,2,9,81,"0,1,2,6,8,9,10,13,14,15,17,18,19,20,21,22,25,27,31,32,34,35,37,39,40,46,47,49,50,52,54,55,56,57,58,59,60,70,71,76,77,79","10,77",PISA,single,euclidean,0.0,11
continent,NorthAmerica,base,13,4,9,81,"6,10,13,14,19,20,27,35,46,56,57,58,77","10,19,56,77",PISA,single,euclidean,0.0,11
continent,NorthAmerica,clusters,67,0,9,81,"0,1,2,3,4,5,6,8,9,10,12,13,14,15,16,17,18,19,20,21,22,23,24,25,27,28,29,31,32,34,35,36,37,38,39,40,41,42,43,44,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,64,66,68,69,70,71,72,76,77,79",,PISA,single,euclidean,0.0,11
continent,Africa,gen_base_1,17,0,1,81,"0,4,9,19,20,24,27,31,37,40,50,53,55,57,59,64,79",,PISA,single,euclidean,0.0,11
continent,Africa,gen_base_2,9,0,1,81,"0,19,31,37,40,50,55,59,79",,PISA,single,euclidean,0.0,11
continent,Africa,base,3,0,1,81,"37,50,55",,PISA,single,euclidean,0.0,11
continent,Africa,clusters,16,0,1,81,"0,4,9,19,20,27,31,37,40,50,53,55,56,57,59,79",,PISA,single,euclidean,0.0,11
economy,HighEconomy,gen_base_1,76,38,46,81,"0,1,2,3,4,5,6,7,8,10,11,12,13,14,15,16,17,18,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,80","2,3,5,10,11,15,17,18,21,22,23,25,28,29,32,33,34,39,41,42,45,51,52,54,60,61,62,63,66,67,68,69,70,71,75,76,77,78",PISA,single,euclidean,0.0,23
economy,HighEconomy,gen_base_2,69,38,46,81,"0,1,2,3,4,5,6,7,8,10,11,12,15,16,17,18,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,38,39,41,42,43,44,45,47,48,49,51,52,53,54,56,57,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,80","2,3,5,10,11,15,17,18,21,22,23,25,28,29,32,33,34,39,41,42,45,51,52,54,60,61,62,63,66,67,68,69,70,71,75,76,77,78",PISA,single,euclidean,0.0,23
economy,HighEconomy,base,56,39,46,81,"2,3,4,5,7,10,11,12,15,16,17,18,21,22,23,24,25,26,28,29,30,32,33,34,36,38,39,41,42,43,44,45,48,51,52,53,54,56,60,61,62,63,64,65,66,67,68,69,70,71,72,74,75,76,77,78","2,3,5,10,11,15,17,18,21,22,23,25,28,29,32,33,34,39,41,42,45,51,52,54,56,60,61,62,63,66,67,68,69,70,71,75,76,77,78",PISA,single,euclidean,0.0,23
economy,HighEconomy,clusters,81,0,46,81,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80",,PISA,single,euclidean,0.0,23
economy,MediumHighEconomy,gen_base_1,67,16,27,81,"0,1,3,4,5,6,7,8,9,11,12,13,14,15,16,19,20,21,23,24,25,26,27,28,29,30,31,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,53,54,55,56,57,58,59,61,62,63,64,65,67,69,72,73,74,75,78,79,80","0,1,6,8,13,14,19,20,27,31,35,46,47,49,57,58",PISA,single,euclidean,0.0,23
economy,MediumHighEconomy,gen_base_2,62,16,27,81,"0,1,4,6,7,8,9,11,12,13,14,15,16,19,20,21,23,24,26,27,28,29,30,31,33,34,35,36,37,38,39,40,42,43,44,45,46,47,48,49,50,53,54,55,56,57,58,59,61,62,63,64,65,67,69,72,73,74,75,78,79,80","0,1,6,8,13,14,19,20,27,31,35,46,47,49,57,58",PISA,single,euclidean,0.0,23
economy,MediumHighEconomy,base,40,17,27,81,"0,1,4,6,7,8,12,13,14,16,19,20,24,26,27,30,31,35,36,37,38,40,43,44,46,47,48,49,50,53,55,57,58,59,64,65,72,73,74,79","0,1,6,8,13,14,19,20,27,31,35,46,47,49,57,58,73",PISA,single,euclidean,0.0,23
economy,MediumHighEconomy,clusters,81,0,27,81,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80",,PISA,single,euclidean,0.0,23
economy,MediumLowEconomy,gen_base_1,66,0,8,81,"0,1,3,4,5,6,7,8,9,11,13,14,15,16,17,18,19,20,23,24,25,26,27,29,30,31,33,34,35,37,38,40,41,42,44,45,46,47,48,49,50,51,53,54,55,57,58,59,60,61,62,63,64,65,67,68,69,70,72,73,74,75,76,78,79,80",,PISA,single,euclidean,0.0,23
economy,MediumLowEconomy,gen_base_2,47,0,8,81,"0,3,5,7,8,9,11,15,16,19,23,25,26,29,30,31,33,34,37,38,40,41,42,44,45,47,48,49,50,51,54,55,59,61,62,63,65,67,68,69,72,73,74,75,78,79,80",,PISA,single,euclidean,0.0,23
economy,MediumLowEconomy,base,18,2,8,81,"7,9,16,26,30,37,38,40,44,48,50,55,59,65,72,74,79,80","9,80",PISA,single,euclidean,0.0,23
economy,MediumLowEconomy,clusters,74,0,8,81,"0,1,2,3,4,5,6,7,8,9,10,11,13,14,15,16,17,18,19,20,22,23,24,25,26,27,29,30,31,32,33,34,35,37,38,40,41,42,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,67,68,69,70,71,72,73,74,75,76,77,78,79,80",,PISA,single,euclidean,0.0,23
density,LowDensity,gen_base_1,75,4,12,81,"0,1,2,3,4,5,6,7,8,10,11,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,29,30,31,32,33,34,35,37,38,39,40,41,42,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,67,68,69,70,71,72,73,74,75,76,77,78,79,80","2,10,22,52",PISA,single,euclidean,0.0,23
density,LowDensity,gen_base_2,69,4,12,81,"0,1,2,3,4,5,6,7,8,10,11,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,29,30,31,32,33,34,35,38,39,41,42,44,45,46,47,48,49,51,52,53,54,56,57,58,60,61,62,63,64,65,67,68,69,70,71,72,73,74,75,76,77,78,80","2,10,22,52",PISA,single,euclidean,0.0,23
density,LowDensity,base,29,5,12,81,"1,2,4,7,10,15,16,20,22,24,26,27,30,34,38,44,48,52,53,54,57,62,63,64,65,72,74,75,78","1,2,10,22,52",PISA,single,euclidean,0.0,23
density,LowDensity,clusters,74,0,12,81,"0,1,2,3,4,5,6,7,8,9,10,11,13,14,15,16,17,18,19,20,22,23,24,25,26,27,29,30,31,32,33,34,35,37,38,40,41,42,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,67,68,69,70,71,72,73,74,75,76,77,78,79,80",,PISA,single,euclidean,0.0,23
density,HighDensity,gen_base_1,47,0,2,81,"1,2,3,5,6,8,13,14,15,16,17,18,23,25,29,33,34,35,38,41,42,44,45,46,47,48,49,51,52,54,56,58,60,61,62,63,67,68,69,70,72,73,75,76,77,78,80",,PISA,single,euclidean,0.0,23
density,HighDensity,gen_base_2,32,0,2,81,"1,3,5,6,13,14,15,17,18,23,25,29,33,34,35,41,42,46,49,51,54,56,58,60,61,68,69,70,73,76,77,80",,PISA,single,euclidean,0.0,23
density,HighDensity,base,5,0,2,81,"6,15,34,35,54",,PISA,single,euclidean,0.0,23
density,HighDensity,clusters,56,0,2,81,"1,2,3,5,6,7,8,10,11,13,14,15,16,17,18,22,23,25,26,29,30,32,33,34,35,38,41,42,44,45,46,47,48,49,51,52,54,58,60,61,62,63,65,67,68,69,70,71,72,73,74,75,76,77,78,80",,PISA,single,euclidean,0.0,23
